date,park_name,country,latitude,longitude,species_targeted,incident_type,moon_phase
2025-08-02,Bandipur Tiger Reserve,India,11.62992,76.62623,Asian Elephant,Snare Discovered,New Moon
2025-08-01,Kaziranga National Park,India,26.66162,93.21445,Bengal Tiger,Carcass Found,New Moon
2025-07-31,Bandipur Tiger Reserve,India,11.7164,76.52953,Bengal Tiger,Illegal Camp Suspicion,New Moon
2025-07-30,Kruger National Park,South Africa,-23.77083,31.67264,Pangolin,Snare Discovered,New Moon
2025-07-30,Serengeti National Park,Tanzania,-2.60172,35.02149,Black Rhino,Footprints/Tracks,New Moon
2025-07-29,Serengeti National Park,Tanzania,-2.29209,34.98403,African Elephant,Snare Discovered,New Moon
2025-07-22,Serengeti National Park,Tanzania,-2.32183,34.91885,Black Rhino,Gunshots Reported,Last Quarter
2025-07-21,Kruger National Park,South Africa,-24.1194,31.6119,White Rhino,Snare Discovered,Last Quarter
2025-07-21,Serengeti National Park,Tanzania,-2.36806,34.47453,Black Rhino,Footprints/Tracks,Last Quarter
2025-07-19,Kaziranga National Park,India,26.47324,93.1928,Bengal Tiger,Snare Discovered,Last Quarter
2025-07-17,Kaziranga National Park,India,26.57965,93.21525,Bengal Tiger,Gunshots Reported,Full Moon
2025-07-16,Jim Corbett National Park,India,29.52279,78.81684,Bengal Tiger,Gunshots Reported,Full Moon
2025-07-14,Serengeti National Park,Tanzania,-2.20003,34.71441,Black Rhino,Snare Discovered,First Quarter
2025-07-09,Kaziranga National Park,India,26.5999,93.15735,Bengal Tiger,Snare Discovered,First Quarter
2025-07-08,Jim Corbett National Park,India,29.55949,78.65505,Bengal Tiger,Snare Discovered,First Quarter
2025-07-04,Kruger National Park,South Africa,-24.01191,31.29487,White Rhino,Carcass Found,New Moon
2025-07-04,Serengeti National Park,Tanzania,-2.24641,34.8392,Black Rhino,Gunshots Reported,New Moon
2025-07-02,Kruger National Park,South Africa,-23.95781,31.64327,African Elephant,Snare Discovered,New Moon
2025-06-29,Jim Corbett National Park,India,29.57903,78.74883,Bengal Tiger,Snare Discovered,New Moon
2025-06-29,Kruger National Park,South Africa,-24.12056,31.60995,White Rhino,Gunshots Reported,New Moon
2025-06-28,Kaziranga National Park,India,26.60478,93.15373,Indian Rhino,Snare Discovered,New Moon
2025-06-25,Kruger National Park,South Africa,-24.10816,31.51207,African Elephant,Footprints/Tracks,Last Quarter
2025-06-23,Bandipur Tiger Reserve,India,11.65746,76.61764,Bengal Tiger,Gunshots Reported,Last Quarter
2025-06-23,Serengeti National Park,Tanzania,-2.23429,34.91195,African Elephant,Gunshots Reported,Last Quarter
2025-06-21,Serengeti National Park,Tanzania,-2.30857,34.79653,African Lion,Snare Discovered,Last Quarter
2025-06-21,Kaziranga National Park,India,26.56529,93.15841,Indian Rhino,Snare Discovered,Last Quarter
2025-06-20,Serengeti National Park,Tanzania,-2.18884,34.69055,African Lion,Gunshots Reported,Last Quarter
2025-06-19,Bandipur Tiger Reserve,India,11.72007,76.58716,Indian Leopard,Footprints/Tracks,Last Quarter
2025-06-18,Serengeti National Park,Tanzania,-2.27766,34.87496,Black Rhino,Gunshots Reported,Full Moon
2025-06-18,Kaziranga National Park,India,26.58254,93.21844,Bengal Tiger,Gunshots Reported,Full Moon
2025-06-17,Jim Corbett National Park,India,29.49981,78.88947,Bengal Tiger,Gunshots Reported,Full Moon
2025-06-16,Serengeti National Park,Tanzania,-2.23519,34.66582,Black Rhino,Gunshots Reported,Full Moon
2025-06-15,Kruger National Park,South Africa,-23.80884,31.55967,African Elephant,Snare Discovered,Full Moon
2025-06-14,Serengeti National Park,Tanzania,-2.46036,34.80927,African Elephant,Gunshots Reported,First Quarter
2025-06-13,Kruger National Park,South Africa,-23.69833,31.70372,White Rhino,Gunshots Reported,First Quarter
2025-06-13,Jim Corbett National Park,India,29.43135,78.79985,Bengal Tiger,Gunshots Reported,First Quarter
2025-06-13,Kruger National Park,South Africa,-24.09488,31.62065,White Rhino,Snare Discovered,First Quarter
2025-06-12,Bandipur Tiger Reserve,India,11.62774,76.58785,Bengal Tiger,Snare Discovered,First Quarter
2025-06-12,Kaziranga National Park,India,26.58149,93.18845,Asian Elephant,Footprints/Tracks,First Quarter
2025-06-11,Kruger National Park,South Africa,-24.06164,31.5048,White Rhino,Snare Discovered,First Quarter
2025-06-11,Bandipur Tiger Reserve,India,11.65646,76.65464,Bengal Tiger,Snare Discovered,First Quarter
2025-06-10,Jim Corbett National Park,India,29.48669,78.70947,Bengal Tiger,Footprints/Tracks,First Quarter
2025-06-09,Jim Corbett National Park,India,29.58188,78.54792,Asian Elephant,Snare Discovered,First Quarter
2025-06-09,Bandipur Tiger Reserve,India,11.72575,76.62794,Indian Leopard,Gunshots Reported,First Quarter
2025-06-09,Kruger National Park,South Africa,-24.18737,31.5776,African Elephant,Illegal Camp Suspicion,First Quarter
2025-06-07,Kaziranga National Park,India,26.61505,93.14824,Asian Elephant,Footprints/Tracks,First Quarter
2025-06-04,Serengeti National Park,Tanzania,-2.42335,34.86976,Black Rhino,Footprints/Tracks,New Moon
2025-05-29,Serengeti National Park,Tanzania,-2.3138,34.81368,African Lion,Gunshots Reported,New Moon
2025-05-28,Jim Corbett National Park,India,29.57651,78.79086,Bengal Tiger,Illegal Camp Suspicion,Last Quarter
2025-05-28,Kaziranga National Park,India,26.58673,93.07041,Indian Rhino,Snare Discovered,Last Quarter
2025-05-27,Jim Corbett National Park,India,29.45167,78.76901,Bengal Tiger,Snare Discovered,Last Quarter
2025-05-27,Jim Corbett National Park,India,29.53805,78.76335,Bengal Tiger,Gunshots Reported,Last Quarter
2025-05-24,Bandipur Tiger Reserve,India,11.71852,76.63489,Bengal Tiger,Footprints/Tracks,Last Quarter
2025-05-24,Serengeti National Park,Tanzania,-2.34605,34.86937,Black Rhino,Gunshots Reported,Last Quarter
2025-05-23,Jim Corbett National Park,India,29.42093,78.76682,Asian Elephant,Snare Discovered,Last Quarter
2025-05-23,Serengeti National Park,Tanzania,-2.31242,34.93669,Black Rhino,Footprints/Tracks,Last Quarter
2025-05-22,Serengeti National Park,Tanzania,-2.49847,34.89434,African Lion,Snare Discovered,Last Quarter
2025-05-22,Bandipur Tiger Reserve,India,11.74227,76.70502,Asian Elephant,Illegal Camp Suspicion,Last Quarter
2025-05-22,Serengeti National Park,Tanzania,-2.39556,34.72877,African Elephant,Footprints/Tracks,Last Quarter
2025-05-19,Jim Corbett National Park,India,29.48544,78.77409,Bengal Tiger,Gunshots Reported,Full Moon
2025-05-17,Kaziranga National Park,India,26.57854,93.14054,Bengal Tiger,Gunshots Reported,Full Moon
2025-05-16,Kaziranga National Park,India,26.62721,93.20103,Bengal Tiger,Gunshots Reported,Full Moon
2025-05-13,Bandipur Tiger Reserve,India,11.6838,76.66859,Bengal Tiger,Illegal Camp Suspicion,First Quarter
2025-05-13,Kaziranga National Park,India,26.60969,93.21169,Bengal Tiger,Snare Discovered,First Quarter
2025-05-12,Kruger National Park,South Africa,-23.82944,31.57815,African Elephant,Gunshots Reported,First Quarter
2025-05-11,Kaziranga National Park,India,26.6109,93.19986,Bengal Tiger,Gunshots Reported,First Quarter
2025-05-11,Jim Corbett National Park,India,29.59578,78.8849,Asian Elephant,Footprints/Tracks,First Quarter
2025-05-09,Kruger National Park,South Africa,-24.03571,31.54824,African Elephant,Carcass Found,First Quarter
2025-05-09,Kruger National Park,South Africa,-23.91568,31.60589,African Elephant,Illegal Camp Suspicion,First Quarter
2025-05-06,Serengeti National Park,Tanzania,-2.3314,34.82957,Black Rhino,Gunshots Reported,First Quarter
2025-05-06,Bandipur Tiger Reserve,India,11.73452,76.63515,Indian Leopard,Illegal Camp Suspicion,First Quarter
2025-05-05,Bandipur Tiger Reserve,India,11.66424,76.60134,Indian Leopard,Footprints/Tracks,New Moon
2025-05-05,Jim Corbett National Park,India,29.53673,78.69924,Bengal Tiger,Footprints/Tracks,New Moon
2025-05-05,Kruger National Park,South Africa,-23.80062,31.57785,Pangolin,Snare Discovered,New Moon
2025-05-05,Kaziranga National Park,India,26.56522,93.20209,Indian Rhino,Carcass Found,New Moon
2025-05-05,Serengeti National Park,Tanzania,-2.61439,34.71899,African Lion,Snare Discovered,New Moon
2025-05-01,Kruger National Park,South Africa,-23.97886,31.68473,Pangolin,Snare Discovered,New Moon
2025-04-30,Kaziranga National Park,India,26.53226,93.16623,Indian Rhino,Footprints/Tracks,New Moon
2025-04-29,Jim Corbett National Park,India,29.5139,78.73757,Asian Elephant,Footprints/Tracks,Last Quarter
2025-04-29,Jim Corbett National Park,India,29.53338,78.87694,Asian Elephant,Carcass Found,Last Quarter
2025-04-28,Serengeti National Park,Tanzania,-2.24542,34.8208,Black Rhino,Gunshots Reported,Last Quarter
2025-04-27,Jim Corbett National Park,India,29.53248,78.74321,Bengal Tiger,Snare Discovered,Last Quarter
2025-04-24,Kaziranga National Park,India,26.58096,93.19562,Bengal Tiger,Snare Discovered,Last Quarter
2025-04-23,Bandipur Tiger Reserve,India,11.62788,76.62132,Indian Leopard,Footprints/Tracks,Last Quarter
2025-04-22,Kruger National Park,South Africa,-24.09185,31.28276,African Elephant,Carcass Found,Last Quarter
2025-04-22,Kaziranga National Park,India,26.61145,93.15599,Bengal Tiger,Snare Discovered,Last Quarter
2025-04-18,Kruger National Park,South Africa,-24.12979,31.64163,White Rhino,Snare Discovered,Full Moon
2025-04-17,Serengeti National Park,Tanzania,-2.05353,34.98578,African Lion,Gunshots Reported,Full Moon
2025-04-15,Bandipur Tiger Reserve,India,11.65187,76.62808,Asian Elephant,Footprints/Tracks,First Quarter
2025-04-15,Kruger National Park,South Africa,-24.04371,31.53966,Pangolin,Carcass Found,First Quarter
2025-04-15,Bandipur Tiger Reserve,India,11.59734,76.62884,Asian Elephant,Illegal Camp Suspicion,First Quarter
2025-04-14,Bandipur Tiger Reserve,India,11.67725,76.57734,Bengal Tiger,Illegal Camp Suspicion,First Quarter
2025-04-14,Kruger National Park,South Africa,-24.01201,31.77773,Pangolin,Snare Discovered,First Quarter
2025-04-13,Kruger National Park,South Africa,-23.89139,31.4132,Pangolin,Illegal Camp Suspicion,First Quarter
2025-04-12,Kruger National Park,South Africa,-24.11123,31.81023,Pangolin,Illegal Camp Suspicion,First Quarter
2025-04-10,Kaziranga National Park,India,26.577,93.16787,Bengal Tiger,Carcass Found,First Quarter
2025-04-09,Serengeti National Park,Tanzania,-2.30835,35.00537,Black Rhino,Snare Discovered,First Quarter
2025-04-09,Serengeti National Park,Tanzania,-2.41938,34.93763,African Elephant,Gunshots Reported,First Quarter
2025-04-08,Kaziranga National Park,India,26.54972,93.079,Asian Elephant,Carcass Found,First Quarter
2025-04-08,Kaziranga National Park,India,26.54784,93.17946,Asian Elephant,Snare Discovered,First Quarter
2025-04-08,Kruger National Park,South Africa,-23.98899,31.42909,White Rhino,Footprints/Tracks,First Quarter
2025-04-07,Serengeti National Park,Tanzania,-2.34361,34.74544,African Elephant,Footprints/Tracks,First Quarter
2025-04-06,Jim Corbett National Park,India,29.50072,78.6503,Asian Elephant,Snare Discovered,New Moon
2025-04-05,Kruger National Park,South Africa,-23.68266,31.27763,Pangolin,Snare Discovered,New Moon
2025-04-05,Kruger National Park,South Africa,-24.08446,31.39498,African Elephant,Gunshots Reported,New Moon
2025-04-04,Serengeti National Park,Tanzania,-2.22032,35.06183,Black Rhino,Snare Discovered,New Moon
2025-04-04,Bandipur Tiger Reserve,India,11.66738,76.60691,Bengal Tiger,Snare Discovered,New Moon
2025-04-04,Jim Corbett National Park,India,29.44373,78.83238,Asian Elephant,Carcass Found,New Moon
2025-04-02,Jim Corbett National Park,India,29.35997,78.73221,Asian Elephant,Gunshots Reported,New Moon
2025-04-02,Bandipur Tiger Reserve,India,11.66765,76.59941,Bengal Tiger,Gunshots Reported,New Moon
2025-04-02,Bandipur Tiger Reserve,India,11.6743,76.59633,Bengal Tiger,Snare Discovered,New Moon
2025-04-01,Kruger National Park,South Africa,-24.18848,31.5054,White Rhino,Illegal Camp Suspicion,New Moon
2025-03-29,Kaziranga National Park,India,26.60466,93.16512,Bengal Tiger,Footprints/Tracks,Last Quarter
2025-03-29,Kruger National Park,South Africa,-24.05766,31.3279,African Elephant,Snare Discovered,Last Quarter
2025-03-28,Jim Corbett National Park,India,29.47222,78.55047,Bengal Tiger,Snare Discovered,Last Quarter
2025-03-28,Jim Corbett National Park,India,29.45443,78.87155,Bengal Tiger,Footprints/Tracks,Last Quarter
2025-03-27,Bandipur Tiger Reserve,India,11.69299,76.67593,Asian Elephant,Snare Discovered,Last Quarter
2025-03-27,Serengeti National Park,Tanzania,-2.40173,34.9563,African Elephant,Gunshots Reported,Last Quarter
2025-03-27,Bandipur Tiger Reserve,India,11.65145,76.57152,Asian Elephant,Gunshots Reported,Last Quarter
2025-03-27,Serengeti National Park,Tanzania,-2.23822,34.93717,Black Rhino,Footprints/Tracks,Last Quarter
2025-03-26,Serengeti National Park,Tanzania,-2.33958,34.90582,Black Rhino,Snare Discovered,Last Quarter
2025-03-25,Kaziranga National Park,India,26.59334,93.11578,Asian Elephant,Gunshots Reported,Last Quarter
2025-03-24,Serengeti National Park,Tanzania,-2.20039,35.08657,African Lion,Footprints/Tracks,Last Quarter
2025-03-24,Kruger National Park,South Africa,-23.91616,31.77121,White Rhino,Snare Discovered,Last Quarter
2025-03-23,Kaziranga National Park,India,26.61476,93.13799,Indian Rhino,Gunshots Reported,Last Quarter
2025-03-22,Bandipur Tiger Reserve,India,11.62232,76.64303,Bengal Tiger,Footprints/Tracks,Last Quarter
2025-03-22,Serengeti National Park,Tanzania,-2.26452,34.90703,Black Rhino,Footprints/Tracks,Last Quarter
2025-03-21,Jim Corbett National Park,India,29.5049,78.7817,Bengal Tiger,Snare Discovered,Full Moon
2025-03-21,Serengeti National Park,Tanzania,-2.40139,34.92601,African Lion,Snare Discovered,Full Moon
2025-03-21,Serengeti National Park,Tanzania,-2.06526,34.71673,African Lion,Snare Discovered,Full Moon
2025-03-21,Kruger National Park,South Africa,-23.97639,31.5647,Pangolin,Carcass Found,Full Moon
2025-03-20,Kruger National Park,South Africa,-24.10622,31.37624,White Rhino,Gunshots Reported,Full Moon
2025-03-19,Kruger National Park,South Africa,-24.07664,31.66837,African Elephant,Gunshots Reported,Full Moon
2025-03-18,Serengeti National Park,Tanzania,-2.42879,34.93341,Black Rhino,Gunshots Reported,Full Moon
2025-03-17,Kaziranga National Park,India,26.59575,93.12944,Indian Rhino,Snare Discovered,First Quarter
2025-03-16,Bandipur Tiger Reserve,India,11.64436,76.66156,Asian Elephant,Illegal Camp Suspicion,First Quarter
2025-03-16,Kruger National Park,South Africa,-24.0404,31.70357,White Rhino,Gunshots Reported,First Quarter
2025-03-14,Serengeti National Park,Tanzania,-2.39946,34.78372,African Lion,Snare Discovered,First Quarter
2025-03-13,Kaziranga National Park,India,26.6012,93.14549,Asian Elephant,Gunshots Reported,First Quarter
2025-03-11,Kruger National Park,South Africa,-24.06909,31.58865,White Rhino,Snare Discovered,First Quarter
2025-03-10,Serengeti National Park,Tanzania,-2.23496,34.85465,African Elephant,Illegal Camp Suspicion,First Quarter
2025-03-09,Serengeti National Park,Tanzania,-2.20226,34.84193,African Lion,Footprints/Tracks,First Quarter
2025-03-08,Serengeti National Park,Tanzania,-2.19358,34.75056,African Lion,Gunshots Reported,First Quarter
2025-03-07,Kruger National Park,South Africa,-23.88701,31.55401,African Elephant,Snare Discovered,New Moon
2025-03-06,Serengeti National Park,Tanzania,-2.30077,34.95188,African Lion,Gunshots Reported,New Moon
2025-03-06,Kruger National Park,South Africa,-23.81224,31.76559,White Rhino,Footprints/Tracks,New Moon
2025-03-06,Kaziranga National Park,India,26.56631,93.09416,Bengal Tiger,Carcass Found,New Moon
2025-03-06,Serengeti National Park,Tanzania,-2.39401,34.82933,Black Rhino,Gunshots Reported,New Moon
2025-03-05,Jim Corbett National Park,India,29.45729,78.78105,Bengal Tiger,Illegal Camp Suspicion,New Moon
2025-03-04,Serengeti National Park,Tanzania,-2.26248,34.83643,African Elephant,Carcass Found,New Moon
2025-03-03,Serengeti National Park,Tanzania,-2.29545,34.58485,African Lion,Gunshots Reported,New Moon
2025-03-03,Serengeti National Park,Tanzania,-2.40754,34.87338,Black Rhino,Snare Discovered,New Moon
2025-03-03,Bandipur Tiger Reserve,India,11.6687,76.69265,Bengal Tiger,Snare Discovered,New Moon
2025-03-02,Serengeti National Park,Tanzania,-2.35168,35.04386,African Elephant,Snare Discovered,New Moon
2025-03-02,Kruger National Park,South Africa,-23.94147,31.30222,Pangolin,Illegal Camp Suspicion,New Moon
2025-03-02,Jim Corbett National Park,India,29.59369,78.78817,Asian Elephant,Snare Discovered,New Moon
2025-02-28,Kruger National Park,South Africa,-24.06432,31.47186,Pangolin,Carcass Found,Last Quarter
2025-02-28,Jim Corbett National Park,India,29.52426,78.72701,Asian Elephant,Gunshots Reported,Last Quarter
2025-02-27,Serengeti National Park,Tanzania,-2.15323,34.72995,African Lion,Snare Discovered,Last Quarter
2025-02-26,Kruger National Park,South Africa,-23.96994,31.52643,White Rhino,Snare Discovered,Last Quarter
2025-02-25,Kruger National Park,South Africa,-24.18519,31.48983,African Elephant,Snare Discovered,Last Quarter
2025-02-23,Serengeti National Park,Tanzania,-2.33743,34.76048,Black Rhino,Snare Discovered,Last Quarter
2025-02-18,Kruger National Park,South Africa,-23.7052,31.55495,African Elephant,Gunshots Reported,Full Moon
2025-02-18,Serengeti National Park,Tanzania,-2.09881,34.88469,African Lion,Carcass Found,Full Moon
2025-02-14,Jim Corbett National Park,India,29.5396,78.79562,Asian Elephant,Gunshots Reported,First Quarter
2025-02-14,Bandipur Tiger Reserve,India,11.68743,76.64962,Asian Elephant,Illegal Camp Suspicion,First Quarter
2025-02-13,Serengeti National Park,Tanzania,-2.4802,34.58665,African Elephant,Snare Discovered,First Quarter
2025-02-13,Jim Corbett National Park,India,29.46321,78.73882,Asian Elephant,Carcass Found,First Quarter
2025-02-13,Bandipur Tiger Reserve,India,11.69233,76.62079,Bengal Tiger,Gunshots Reported,First Quarter
2025-02-12,Serengeti National Park,Tanzania,-2.33443,35.08804,African Lion,Footprints/Tracks,First Quarter
2025-02-12,Serengeti National Park,Tanzania,-2.21347,34.83724,Black Rhino,Snare Discovered,First Quarter
2025-02-11,Bandipur Tiger Reserve,India,11.69448,76.63221,Bengal Tiger,Footprints/Tracks,First Quarter
2025-02-11,Jim Corbett National Park,India,29.56025,78.81426,Asian Elephant,Carcass Found,First Quarter
2025-02-11,Serengeti National Park,Tanzania,-2.37193,35.0453,African Lion,Snare Discovered,First Quarter
2025-02-10,Bandipur Tiger Reserve,India,11.69389,76.59393,Asian Elephant,Snare Discovered,First Quarter
2025-02-08,Kaziranga National Park,India,26.63143,93.11796,Bengal Tiger,Snare Discovered,First Quarter
2025-02-08,Jim Corbett National Park,India,29.60093,78.70062,Bengal Tiger,Carcass Found,First Quarter
2025-02-07,Jim Corbett National Park,India,29.49058,78.73375,Asian Elephant,Footprints/Tracks,First Quarter
2025-02-06,Kaziranga National Park,India,26.58444,93.16251,Asian Elephant,Snare Discovered,New Moon
2025-02-06,Kaziranga National Park,India,26.60582,93.17095,Indian Rhino,Snare Discovered,New Moon
2025-02-04,Kaziranga National Park,India,26.61476,93.15695,Bengal Tiger,Snare Discovered,New Moon
2025-02-04,Kaziranga National Park,India,26.55506,93.23081,Indian Rhino,Snare Discovered,New Moon
2025-02-04,Jim Corbett National Park,India,29.5172,78.78476,Asian Elephant,Snare Discovered,New Moon
2025-02-03,Kruger National Park,South Africa,-24.18438,31.5485,African Elephant,Gunshots Reported,New Moon
2025-02-03,Jim Corbett National Park,India,29.52932,78.79153,Asian Elephant,Snare Discovered,New Moon
2025-02-01,Kruger National Park,South Africa,-24.08807,31.57708,White Rhino,Gunshots Reported,New Moon
2025-01-30,Kaziranga National Park,India,26.58283,93.27498,Bengal Tiger,Footprints/Tracks,Last Quarter
2025-01-30,Jim Corbett National Park,India,29.59639,78.78133,Bengal Tiger,Snare Discovered,Last Quarter
2025-01-29,Bandipur Tiger Reserve,India,11.70179,76.66903,Indian Leopard,Illegal Camp Suspicion,Last Quarter
2025-01-29,Kruger National Park,South Africa,-23.77391,31.73799,White Rhino,Illegal Camp Suspicion,Last Quarter
2025-01-28,Kaziranga National Park,India,26.52127,93.23975,Indian Rhino,Illegal Camp Suspicion,Last Quarter
2025-01-27,Kaziranga National Park,India,26.61161,93.13336,Indian Rhino,Gunshots Reported,Last Quarter
2025-01-23,Kaziranga National Park,India,26.59763,93.18121,Asian Elephant,Snare Discovered,Last Quarter
2025-01-22,Kruger National Park,South Africa,-24.25622,31.67836,Pangolin,Gunshots Reported,Last Quarter
2025-01-22,Kaziranga National Park,India,26.50268,93.26005,Asian Elephant,Snare Discovered,Last Quarter
2025-01-20,Serengeti National Park,Tanzania,-2.24692,34.81261,Black Rhino,Gunshots Reported,Full Moon
2025-01-20,Bandipur Tiger Reserve,India,11.70496,76.64484,Bengal Tiger,Gunshots Reported,Full Moon
2025-01-17,Kaziranga National Park,India,26.61178,93.12579,Bengal Tiger,Gunshots Reported,First Quarter
2025-01-15,Kaziranga National Park,India,26.63093,93.11579,Bengal Tiger,Snare Discovered,First Quarter
2025-01-13,Bandipur Tiger Reserve,India,11.72639,76.66818,Indian Leopard,Snare Discovered,First Quarter
2025-01-12,Serengeti National Park,Tanzania,-2.28269,34.72949,African Lion,Snare Discovered,First Quarter
2025-01-11,Kaziranga National Park,India,26.66226,93.18967,Indian Rhino,Snare Discovered,First Quarter
2025-01-11,Serengeti National Park,Tanzania,-2.31741,34.72913,Black Rhino,Snare Discovered,First Quarter
2025-01-10,Jim Corbett National Park,India,29.5378,78.79694,Asian Elephant,Illegal Camp Suspicion,First Quarter
2025-01-09,Kruger National Park,South Africa,-24.14827,31.46814,Pangolin,Snare Discovered,First Quarter
2025-01-08,Serengeti National Park,Tanzania,-2.15723,34.76867,African Elephant,Carcass Found,First Quarter
2025-01-03,Kaziranga National Park,India,26.60737,93.18021,Bengal Tiger,Snare Discovered,New Moon
2025-01-02,Kaziranga National Park,India,26.63137,93.16678,Asian Elephant,Snare Discovered,New Moon
2025-01-01,Kruger National Park,South Africa,-23.9028,31.57177,White Rhino,Snare Discovered,Last Quarter
2025-01-01,Kruger National Park,South Africa,-23.91586,31.5235,White Rhino,Snare Discovered,Last Quarter
2025-01-01,Kruger National Park,South Africa,-23.88898,31.53414,Pangolin,Gunshots Reported,Last Quarter
2024-12-31,Serengeti National Park,Tanzania,-2.24062,34.73153,African Lion,Carcass Found,Last Quarter
2024-12-31,Kaziranga National Park,India,26.63107,93.13124,Indian Rhino,Snare Discovered,Last Quarter
2024-12-30,Bandipur Tiger Reserve,India,11.61236,76.6563,Indian Leopard,Gunshots Reported,Last Quarter
2024-12-30,Bandipur Tiger Reserve,India,11.67481,76.65397,Asian Elephant,Footprints/Tracks,Last Quarter
2024-12-29,Kaziranga National Park,India,26.53758,93.10001,Bengal Tiger,Snare Discovered,Last Quarter
2024-12-28,Kruger National Park,South Africa,-24.07593,31.47438,White Rhino,Snare Discovered,Last Quarter
2024-12-27,Kaziranga National Park,India,26.59828,93.20192,Indian Rhino,Footprints/Tracks,Last Quarter
2024-12-25,Kruger National Park,South Africa,-24.06605,31.31757,Pangolin,Illegal Camp Suspicion,Last Quarter
2024-12-25,Kaziranga National Park,India,26.51561,93.21284,Indian Rhino,Illegal Camp Suspicion,Last Quarter
2024-12-24,Kruger National Park,South Africa,-23.89644,31.52028,Pangolin,Snare Discovered,Last Quarter
2024-12-23,Kruger National Park,South Africa,-24.01466,31.68709,White Rhino,Gunshots Reported,Full Moon
2024-12-22,Serengeti National Park,Tanzania,-2.46227,34.85042,Black Rhino,Gunshots Reported,Full Moon
2024-12-22,Kruger National Park,South Africa,-23.84402,31.63152,White Rhino,Carcass Found,Full Moon
2024-12-21,Kruger National Park,South Africa,-24.11108,31.61381,White Rhino,Snare Discovered,Full Moon
2024-12-20,Kruger National Park,South Africa,-24.04061,31.52479,Pangolin,Gunshots Reported,Full Moon
2024-12-19,Serengeti National Park,Tanzania,-2.30125,34.59202,African Elephant,Footprints/Tracks,First Quarter
2024-12-18,Serengeti National Park,Tanzania,-2.38865,34.70248,African Lion,Footprints/Tracks,First Quarter
2024-12-18,Kruger National Park,South Africa,-23.88156,31.2908,African Elephant,Snare Discovered,First Quarter
2024-12-17,Kruger National Park,South Africa,-23.8217,31.19724,Pangolin,Footprints/Tracks,First Quarter
2024-12-16,Kaziranga National Park,India,26.66369,93.15406,Asian Elephant,Gunshots Reported,First Quarter
2024-12-16,Kaziranga National Park,India,26.59082,93.13111,Asian Elephant,Gunshots Reported,First Quarter
2024-12-15,Kaziranga National Park,India,26.58268,93.15255,Indian Rhino,Snare Discovered,First Quarter
2024-12-15,Kaziranga National Park,India,26.55724,93.16697,Bengal Tiger,Snare Discovered,First Quarter
2024-12-13,Jim Corbett National Park,India,29.49485,78.79219,Asian Elephant,Footprints/Tracks,First Quarter
2024-12-12,Serengeti National Park,Tanzania,-2.0742,34.92325,African Lion,Carcass Found,First Quarter
2024-12-11,Kruger National Park,South Africa,-24.01569,31.53866,White Rhino,Footprints/Tracks,First Quarter
2024-12-11,Serengeti National Park,Tanzania,-2.3816,34.74996,African Elephant,Gunshots Reported,First Quarter
2024-12-10,Jim Corbett National Park,India,29.5112,78.72059,Asian Elephant,Footprints/Tracks,First Quarter
2024-12-10,Kaziranga National Park,India,26.63094,93.14984,Indian Rhino,Snare Discovered,First Quarter
2024-12-09,Kaziranga National Park,India,26.50967,93.13694,Bengal Tiger,Footprints/Tracks,New Moon
2024-12-09,Serengeti National Park,Tanzania,-2.54733,34.79127,Black Rhino,Footprints/Tracks,New Moon
2024-12-07,Kaziranga National Park,India,26.55436,93.12625,Indian Rhino,Gunshots Reported,New Moon
2024-12-06,Serengeti National Park,Tanzania,-2.38404,34.69405,Black Rhino,Snare Discovered,New Moon
2024-12-06,Kaziranga National Park,India,26.597,93.21749,Bengal Tiger,Footprints/Tracks,New Moon
2024-12-05,Bandipur Tiger Reserve,India,11.68597,76.6803,Asian Elephant,Snare Discovered,New Moon
2024-12-04,Jim Corbett National Park,India,29.61931,78.93241,Bengal Tiger,Gunshots Reported,New Moon
2024-12-03,Jim Corbett National Park,India,29.58995,78.85524,Bengal Tiger,Snare Discovered,New Moon
2024-12-03,Jim Corbett National Park,India,29.41956,78.76992,Bengal Tiger,Gunshots Reported,New Moon
2024-12-02,Kruger National Park,South Africa,-23.93461,31.5954,African Elephant,Carcass Found,Last Quarter
2024-12-01,Kaziranga National Park,India,26.53524,93.16244,Bengal Tiger,Footprints/Tracks,Last Quarter
2024-11-30,Serengeti National Park,Tanzania,-2.54001,34.80259,Black Rhino,Snare Discovered,Last Quarter
2024-11-30,Kaziranga National Park,India,26.60692,93.1419,Asian Elephant,Carcass Found,Last Quarter
2024-11-29,Serengeti National Park,Tanzania,-2.25706,34.78569,African Elephant,Footprints/Tracks,Last Quarter
2024-11-28,Kruger National Park,South Africa,-24.06767,31.50871,African Elephant,Carcass Found,Last Quarter
2024-11-27,Jim Corbett National Park,India,29.61878,78.92409,Bengal Tiger,Gunshots Reported,Last Quarter
2024-11-26,Kaziranga National Park,India,26.56374,93.14051,Asian Elephant,Snare Discovered,Last Quarter
2024-11-26,Jim Corbett National Park,India,29.59685,78.83714,Bengal Tiger,Carcass Found,Last Quarter
2024-11-26,Kruger National Park,South Africa,-24.28996,31.55842,Pangolin,Snare Discovered,Last Quarter
2024-11-23,Serengeti National Park,Tanzania,-2.40475,34.81615,African Lion,Gunshots Reported,Full Moon
2024-11-23,Kaziranga National Park,India,26.57286,93.07266,Indian Rhino,Gunshots Reported,Full Moon
